Unnamed: 0,hash,model_identifier,framework,framework_version,elapsed_time,train_accuracy,train_loss,val_accuracy,val_loss,accelerator,accelerator_version,accelerator_type,cpu_model,train_dataset_name,epochs,batch_size,configs,train_split,val_split,test_split,train_slice,val_slice,test_slice,test_accuracy
4352,-7743323687303743024,facebook/data2vec-vision-base,HuggingFace,4.19.2,286.97228919994086,0.0099999997764825,4.5738920211792,0.0099999997764825,4.5738920211792,,11.2,GPU,,caltech101,25,32,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.0094895288348197
4353,-8401884807009779290,nvidia/mit-b1,HuggingFace,4.19.2,198.70812287810256,0.0099999997764825,4.590839532705454,0.0099999997764825,4.590839532705454,,11.2,GPU,,caltech101,25,64,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.0006510416860692
4354,7206222294268514085,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat,HuggingFace,4.19.2,137.70119858533144,0.0099999997764825,4.284392833709717,0.0099999997764825,4.284392833709717,,11.2,GPU,,caltech101,25,64,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.0478515625
4355,7666676583914870796,microsoft/swin-base-patch4-window7-224,HuggingFace,4.19.2,313.8743875473738,0.9199999570846558,0.0018135172058828,0.9199999570846558,0.0018135172058828,,11.2,GPU,,caltech101,25,32,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.8877617716789246
4356,-7402946656080637450,AkshatSurolia/ConvNeXt-FaceMask-Finetuned,HuggingFace,4.19.2,134.74269699584693,0.75,0.6034213946415827,0.75,0.6034213946415827,,11.2,GPU,,caltech101,25,64,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.79931640625
4357,3108144910980207149,nvidia/mit-b3,HuggingFace,4.19.2,332.92119617108256,0.8899999856948853,0.0058973500039428,0.8899999856948853,0.0058973500039428,,11.2,GPU,,caltech101,25,32,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.8771269917488098
4358,-8609443156451600459,WinKawaks/vit-small-patch16-224,HuggingFace,4.19.2,101.06130297202616,0.8849999904632568,0.0007817887504083,0.8849999904632568,0.0007817887504083,,11.2,GPU,,caltech101,25,64,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.8806966543197632
4359,-333248153432323528,hafidber/anomaly,HuggingFace,4.19.2,253.05767309013757,0.8100000023841858,1.6946134200462928,0.8100000023841858,1.6946134200462928,,11.2,GPU,,caltech101,25,64,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.796875
4360,772053022963306776,jmarshall/rare-puppers,HuggingFace,4.19.2,258.2199738388881,0.7649999856948853,1.5692697029847364,0.7649999856948853,1.5692697029847364,,11.2,GPU,,caltech101,25,64,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.806640625
4361,3636045687319527828,Rajaram1996/FacialEmoRecog,HuggingFace,4.19.2,274.407678575255,0.8349999785423279,1.5128654975157518,0.8349999785423279,1.5128654975157518,,11.2,GPU,,caltech101,25,64,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.7950846552848816
4362,-5465727312411923539,nateraw/food,HuggingFace,4.19.2,263.9390933895484,0.8349999785423279,0.3561143485399393,0.8349999785423279,0.3561143485399393,,11.2,GPU,,caltech101,25,64,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.8279622793197632
4363,-2682807944935691400,nateraw/vit-base-beans,HuggingFace,4.19.2,280.2738007218577,0.8100000023841858,1.6744379447056696,0.8100000023841858,1.6744379447056696,,11.2,GPU,,caltech101,25,64,"{'lr': 0.01, 'feature_name': 'image', 'label_name': 'label', 'preprocess': 'empty'}",train,train,test,:800,800:1000,:100%,0.78564453125
